Company Name,Symbol,Market Cap,EPS Forecast,Time,Fiscal Quarter Ending,No. of ESTs,Last Year's EPS,Scraped At
Sunnova Energy International Inc.,NOVA,"$26,342,261",($0.74),time-not-supplied,Mar/2025,3,($0.57),2025-05-21 05:20:51
BTC Digital Ltd.,BTCT,"$26,250,883",,time-not-supplied,Mar/2025,N/A,($0.30),2025-05-21 05:20:51
Real Messenger Corporation,RMSG,"$19,388,300",,time-not-supplied,Mar/2025,3,($0.01),2025-05-21 05:20:51
"AgEagle Aerial Systems, Inc.",UAVS,"$12,412,000",,time-not-supplied,Mar/2025,3,($38.50),2025-05-21 05:20:51
Evogene Ltd.,EVGN,"$8,729,549",,time-pre-market,Mar/2025,3,($0.80),2025-05-21 05:20:51
"Nuburu, Inc.",BURU,"$7,378,767",,time-not-supplied,Mar/2025,3,($99.99),2025-05-21 05:20:51
"Splash Beverage Group, Inc.",SBEV,"$7,166,198",,time-not-supplied,Mar/2025,N/A,$4,2025-05-21 05:20:51
"Algorhythm Holdings, Inc.",RIME,"$6,512,739",,time-not-supplied,Mar/2025,3,$74,2025-05-21 05:20:51
Movano Inc.,MOVE,"$6,319,184",,time-not-supplied,Mar/2025,3,($1.50),2025-05-21 05:20:51
Locafy Limited,LCFY,"$5,998,683",,time-not-supplied,Mar/2025,3,($0.34),2025-05-21 05:20:51
Society Pass Incorporated,SOPA,"$5,862,275",($0.22),time-not-supplied,Mar/2025,2,($1.21),2025-05-21 05:20:51
"PLUS THERAPEUTICS, Inc.",PSTV,"$5,694,875",($0.17),time-not-supplied,Mar/2025,2,($0.75),2025-05-21 05:20:51
La Rosa Holdings Corp.,LRHC,"$5,432,143",,time-not-supplied,Mar/2025,3,($0.35),2025-05-21 05:20:51
"XWELL, Inc.",XWEL,"$4,866,447",,time-not-supplied,Mar/2025,3,($0.60),2025-05-21 05:20:51
"ReShape Lifesciences, Inc.",RSLS,"$4,776,652",,time-not-supplied,Mar/2025,3,($99.99),2025-05-21 05:20:51
Singularity Future Technology Ltd.,SGLY,"$3,897,478",,time-not-supplied,Mar/2025,3,($0.32),2025-05-21 05:20:51
PainReform Ltd.,PRFX,"$3,600,352",,time-not-supplied,Mar/2025,3,($65.27),2025-05-21 05:20:51
iCoreConnect Inc.,ICCT,"$3,201,043",,time-not-supplied,Mar/2025,3,($10.20),2025-05-21 05:20:51
"INVO Fertility, Inc.",IVF,"$2,313,361",,time-not-supplied,Mar/2025,3,($5.04),2025-05-21 05:20:51
LQR House Inc.,YHC,"$1,602,697",,time-not-supplied,Mar/2025,N/A,($18.18),2025-05-21 05:20:51
"NanoVibronix, Inc.",NAOV,"$987,086",,time-not-supplied,Mar/2025,3,($2.53),2025-05-21 05:20:51
