Company Name,Symbol,Market Cap,EPS Forecast,Time,Fiscal Quarter Ending,No. of ESTs,Last Year's EPS,Scraped At
Molecular Partners AG,MOLN,"$182,862,114",,time-after-hours,Dec/2024,N/A,($0.68),2025-03-06 05:19:04
Graf Global Corp.,GRAF,"$178,641,287",,time-not-supplied,Dec/2024,1,N/A,2025-03-06 05:19:04
"AMMO, Inc.",POWW,"$175,759,965",$0.03,time-not-supplied,Dec/2024,1,$0.04,2025-03-06 05:19:04
Profound Medical Corp.,PROF,"$171,128,027",($0.30),time-after-hours,Dec/2024,2,($0.42),2025-03-06 05:19:04
Clarus Corporation,CLAR,"$170,327,999",$0.03,time-after-hours,Dec/2024,3,($0.07),2025-03-06 05:19:04
"Full House Resorts, Inc.",FLL,"$163,409,035",,time-after-hours,Dec/2024,N/A,($0.36),2025-03-06 05:19:04
"BioAge Labs, Inc.",BIOA,"$154,866,548",($0.73),time-not-supplied,Dec/2024,1,N/A,2025-03-06 05:19:04
Arqit Quantum Inc.,ARQQ,"$153,799,311",,time-not-supplied,Dec/2024,1,N/A,2025-03-06 05:19:04
a.k.a. Brands Holding Corp.,AKA,"$150,348,753",($0.14),time-after-hours,Dec/2024,3,($1.31),2025-03-06 05:19:04
"Information Services Group, Inc.",III,"$147,707,668",$0.02,time-after-hours,Dec/2024,4,$0.02,2025-03-06 05:19:04
"Lightwave Logic, Inc.",LWLG,"$144,400,118",,time-not-supplied,Dec/2024,1,($0.04),2025-03-06 05:19:04
"MacroGenics, Inc.",MGNX,"$143,100,661",($0.23),time-not-supplied,Dec/2024,4,($0.75),2025-03-06 05:19:04
Seanergy Maritime Holdings Corp.,SHIP,"$142,634,514",$0.22,time-pre-market,Dec/2024,2,$0.55,2025-03-06 05:19:04
"KVH Industries, Inc.",KVHI,"$113,844,952",,time-pre-market,Dec/2024,1,($0.16),2025-03-06 05:19:04
iHuman Inc.,IH,"$108,646,371",,time-not-supplied,Dec/2024,1,$0.09,2025-03-06 05:19:04
"Elutia, Inc.",ELUT,"$108,524,988",,time-after-hours,Dec/2024,N/A,($0.66),2025-03-06 05:19:04
Cherry Hill Mortgage Investment Corporation,CHMI,"$107,525,248",$0.10,time-after-hours,Dec/2024,2,$0.17,2025-03-06 05:19:04
"Immunic, Inc. ",IMUX,"$104,491,659",($0.24),time-not-supplied,Dec/2024,5,($0.48),2025-03-06 05:19:04
"Lineage Cell Therapeutics, Inc.",LCTX,"$96,325,945",($0.04),time-not-supplied,Dec/2024,2,($0.03),2025-03-06 05:19:04
"GCT Semiconductor Holding, Inc.",GCTS,"$92,609,439",($0.15),time-not-supplied,Dec/2024,1,N/A,2025-03-06 05:19:04
"Marchex, Inc.",MCHX,"$86,491,043",($0.03),time-after-hours,Dec/2024,2,($0.01),2025-03-06 05:19:04
"Upland Software, Inc.",UPLD,"$84,243,772",$0.14,time-not-supplied,Dec/2024,2,N/A,2025-03-06 05:19:04
"Sunrise Realty Trust, Inc.",SUNS,"$83,658,772",$0.30,time-pre-market,Dec/2024,1,N/A,2025-03-06 05:19:04
"Aemetis, Inc",AMTX,"$83,056,735",($0.46),time-not-supplied,Dec/2024,3,($0.64),2025-03-06 05:19:04
DBV Technologies S.A.,DBVT,"$76,429,208",,time-not-supplied,Dec/2024,N/A,($0.60),2025-03-06 05:19:04
"IGM Biosciences, Inc.",IGMS,"$74,924,868",($0.72),time-not-supplied,Dec/2024,7,($1.01),2025-03-06 05:19:04
"Team, Inc.",TISI,"$73,423,412",,time-not-supplied,Dec/2024,1,($3.18),2025-03-06 05:19:04
"Fifth District Bancorp, Inc.",FDSB,"$70,549,712",,time-not-supplied,Dec/2024,1,N/A,2025-03-06 05:19:04
"NCS Multistage Holdings, Inc.",NCSM,"$64,998,028",,time-not-supplied,Dec/2024,1,($0.36),2025-03-06 05:19:04
"Xtant Medical Holdings, Inc.",XTNT,"$62,553,805",,time-after-hours,Dec/2024,1,($0.03),2025-03-06 05:19:04
Noodles & Company,NDLS,"$60,295,966",($0.13),time-after-hours,Dec/2024,2,($0.07),2025-03-06 05:19:04
"Shattuck Labs, Inc.",STTK,"$58,242,444",($0.38),time-not-supplied,Dec/2024,2,($0.41),2025-03-06 05:19:04
Comstock Inc.,LODE,"$58,230,566",($0.20),time-after-hours,Dec/2024,1,($0.30),2025-03-06 05:19:04
Cytosorbents Corporation,CTSO,"$56,319,956",($0.06),time-after-hours,Dec/2024,2,($0.12),2025-03-06 05:19:04
ALX Oncology Holdings Inc.,ALXO,"$54,325,397",($0.68),time-pre-market,Dec/2024,4,($0.93),2025-03-06 05:19:04
"OptiNose, Inc.",OPTN,"$52,991,431",($0.67),time-not-supplied,Dec/2024,2,($1.35),2025-03-06 05:19:04
"CarParts.com, Inc.",PRTS,"$52,233,675",,time-not-supplied,Dec/2024,1,($0.11),2025-03-06 05:19:04
WinVest Acquisition Corp.,WINV,"$51,833,787",,time-not-supplied,Dec/2024,1,N/A,2025-03-06 05:19:04
Markforged Holding Corporation,MKFG,"$51,756,288",,time-not-supplied,Dec/2024,N/A,($0.60),2025-03-06 05:19:04
Safe Pro Group Inc.,SPAI,"$51,322,741",,time-not-supplied,Dec/2024,1,N/A,2025-03-06 05:19:04
"CytomX Therapeutics, Inc.",CTMX,"$50,891,749",($0.20),time-after-hours,Dec/2024,5,$0.01,2025-03-06 05:19:04
"Werewolf Therapeutics, Inc.",HOWL,"$50,801,994",($0.43),time-not-supplied,Dec/2024,5,($0.33),2025-03-06 05:19:04
"Unusual Machines, Inc.",UMAC,"$50,217,904",($0.12),time-not-supplied,Dec/2024,1,N/A,2025-03-06 05:19:04
"Superior Industries International, Inc.",SUP,"$49,106,290",,time-pre-market,Dec/2024,1,$0.51,2025-03-06 05:19:04
ModivCare Inc.,MODV,"$48,064,529",($0.17),time-after-hours,Dec/2024,2,$1.18,2025-03-06 05:19:04
Research Frontiers Incorporated,REFR,"$41,897,234",,time-after-hours,Dec/2024,1,($0.02),2025-03-06 05:19:04
"Syntec Optics Holdings, Inc.",OPTX,"$40,723,975",,time-not-supplied,Dec/2024,1,N/A,2025-03-06 05:19:04
"FibroBiologics, Inc.",FBLG,"$39,684,698",($0.10),time-not-supplied,Dec/2024,1,N/A,2025-03-06 05:19:04
"Boundless Bio, Inc.",BOLD,"$38,467,574",($0.74),time-not-supplied,Dec/2024,1,N/A,2025-03-06 05:19:04
Prelude Therapeutics Incorporated,PRLD,"$37,644,056",($0.49),time-not-supplied,Dec/2024,3,($0.47),2025-03-06 05:19:04
ACCESS Newswire Inc.,ACCS,"$37,381,276",$0.17,time-after-hours,Dec/2024,1,$0.08,2025-03-06 05:19:04
"Binah Capital Group, Inc.",BCG,"$37,023,486",,time-not-supplied,Dec/2024,1,N/A,2025-03-06 05:19:04
"RAPT Therapeutics, Inc.",RAPT,"$36,706,166",($0.45),time-not-supplied,Dec/2024,3,($0.80),2025-03-06 05:19:04
VYNE Therapeutics Inc.,VYNE,"$34,665,868",($0.31),time-not-supplied,Dec/2024,2,($0.20),2025-03-06 05:19:04
TechPrecision Corporation,TPCS,"$26,861,820",,time-not-supplied,Dec/2024,1,($0.10),2025-03-06 05:19:04
"Curis, Inc.",CRIS,"$24,808,184",($1.36),time-not-supplied,Dec/2024,3,($2.03),2025-03-06 05:19:04
Castor Maritime Inc.,CTRM,"$23,866,096",,time-not-supplied,Dec/2024,1,$1,2025-03-06 05:19:04
"Flux Power Holdings, Inc.",FLUX,"$21,520,380",($0.03),time-not-supplied,Dec/2024,1,($0.05),2025-03-06 05:19:04
Chemomab Therapeutics Ltd. ,CMMB,"$21,449,150",($0.20),time-not-supplied,Dec/2024,2,($0.26),2025-03-06 05:19:04
"Smith Micro Software, Inc.",SMSI,"$20,219,847",($0.26),time-not-supplied,Dec/2024,1,($0.32),2025-03-06 05:19:04
Cambium Networks Corporation,CMBM,"$19,488,228",($0.23),time-not-supplied,Dec/2024,4,($1.03),2025-03-06 05:19:04
Altisource Portfolio Solutions S.A.,ASPS,"$18,565,186",,time-not-supplied,Dec/2024,N/A,($0.41),2025-03-06 05:19:04
Lipocine Inc.,LPCN,"$16,097,299",,time-not-supplied,Dec/2024,N/A,($0.42),2025-03-06 05:19:04
"Rain Enhancement Technologies Holdco, Inc.",RAIN,"$15,041,839",,time-not-supplied,Dec/2024,1,N/A,2025-03-06 05:19:04
"Nephros, Inc.",NEPH,"$14,867,357",,time-not-supplied,Dec/2024,1,($0.06),2025-03-06 05:19:04
"GeoVax Labs, Inc.",GOVX,"$14,248,464",($0.79),time-not-supplied,Dec/2024,1,N/A,2025-03-06 05:19:04
"Kairos Pharma, Ltd.",KAPA,"$13,874,528",,time-not-supplied,Dec/2024,1,N/A,2025-03-06 05:19:04
Brand Engagement Network Inc.,BNAI,"$13,124,390",,time-not-supplied,Dec/2024,1,N/A,2025-03-06 05:19:04
"Thunder Power Holdings, Inc.",AIEV,"$11,494,209",,time-not-supplied,Dec/2024,1,N/A,2025-03-06 05:19:04
"Bolt Projects Holdings, Inc.",BSLK,"$10,380,354",,time-not-supplied,Dec/2024,1,N/A,2025-03-06 05:19:04
"VerifyMe, Inc.",VRME,"$10,191,904",$0,time-pre-market,Dec/2024,1,$0.02,2025-03-06 05:19:04
"NeuroMetrix, Inc.",NURO,"$8,906,124",,time-not-supplied,Dec/2024,1,($1.43),2025-03-06 05:19:04
Evogene Ltd.,EVGN,"$7,161,390",,time-pre-market,Dec/2024,1,($1.30),2025-03-06 05:19:04
"Dogwood Therapeutics, Inc. ",DWTX,"$5,715,044",($1.49),time-not-supplied,Dec/2024,1,($1.50),2025-03-06 05:19:04
Marin Software Incorporated,MRIN,"$5,029,518",,time-not-supplied,Dec/2024,1,($0.60),2025-03-06 05:19:04
"XTI Aerospace, Inc. Common Stock ",XTIA,"$2,268,849",,time-not-supplied,Dec/2024,1,N/A,2025-03-06 05:19:04
PainReform Ltd.,PRFX,"$1,725,500",,time-not-supplied,Dec/2024,1,($83.98),2025-03-06 05:19:04
Safe and Green Development Corporation,SGD,"$1,695,034",,time-not-supplied,Dec/2024,1,N/A,2025-03-06 05:19:04
Silexion Therapeutics Corp,SLXN,"$1,683,245",,time-not-supplied,Dec/2024,1,N/A,2025-03-06 05:19:04
CAMP4 Therapeutics Corporation,CAMP,,($0.82),time-not-supplied,Dec/2024,1,N/A,2025-03-06 05:19:04
