Company Name,Symbol,Market Cap,EPS Forecast,Time,Fiscal Quarter Ending,No. of ESTs,Last Year's EPS,Scraped At
"Corvus Pharmaceuticals, Inc.",CRVS,"$276,948,752",($0.12),time-after-hours,Dec/2024,3,($0.14),2025-03-25 05:20:00
GDEV Inc.,GDEV,"$275,941,155",,time-not-supplied,Dec/2024,N/A,$0.50,2025-03-25 05:20:00
Cartesian Growth Corporation II,RENE,"$255,771,213",,time-not-supplied,Dec/2024,1,N/A,2025-03-25 05:20:00
"2seventy bio, Inc.",TSVT,"$255,362,679",($0.23),time-not-supplied,Dec/2024,2,($1.11),2025-03-25 05:20:00
Gencor Industries Inc.,GENC,"$188,644,625",,time-not-supplied,Dec/2024,1,$0.30,2025-03-25 05:20:00
"Third Harmonic Bio, Inc.",THRD,"$157,704,446",($0.38),time-not-supplied,Dec/2024,4,$0.17,2025-03-25 05:20:00
"Zentalis Pharmaceuticals, Inc.",ZNTL,"$136,116,914",($0.75),time-not-supplied,Dec/2024,7,($0.83),2025-03-25 05:20:00
"Viomi Technology Co., Ltd",VIOT,"$128,258,046",,time-pre-market,Dec/2024,1,N/A,2025-03-25 05:20:00
"Paysign, Inc.",PAYS,"$125,303,195",,time-after-hours,Dec/2024,N/A,$0.10,2025-03-25 05:20:00
"Artiva Biotherapeutics, Inc.",ARTV,"$103,715,431",($0.71),time-not-supplied,Dec/2024,1,N/A,2025-03-25 05:20:00
"Kyverna Therapeutics, Inc.",KYTX,"$102,748,437",($0.95),time-not-supplied,Dec/2024,1,N/A,2025-03-25 05:20:00
Odysight.ai Inc.,ODYS,"$98,422,532",,time-not-supplied,Dec/2024,1,($0.12),2025-03-25 05:20:00
"GCT Semiconductor Holding, Inc.",GCTS,"$95,473,648",($0.15),time-after-hours,Dec/2024,1,N/A,2025-03-25 05:20:00
"Atossa Therapeutics, Inc.",ATOS,"$94,828,985",($0.06),time-pre-market,Dec/2024,2,($0.06),2025-03-25 05:20:00
Zeo Energy Corporation,ZEO,"$85,222,992",,time-not-supplied,Dec/2024,1,($0.14),2025-03-25 05:20:00
Currenc Group Inc.,CURR,"$80,028,158",($0.05),time-not-supplied,Dec/2024,1,N/A,2025-03-25 05:20:00
"The Oncology Institute, Inc.",TOI,"$75,271,951",,time-after-hours,Dec/2024,1,($0.21),2025-03-25 05:20:00
"Vivani Medical, Inc. ",VANI,"$64,565,811",($0.10),time-not-supplied,Dec/2024,1,($0.12),2025-03-25 05:20:00
"IO Biotech, Inc.",IOBT,"$63,239,023",($0.38),time-not-supplied,Dec/2024,3,($0.40),2025-03-25 05:20:00
"Gain Therapeutics, Inc.",GANX,"$62,068,659",($0.18),time-not-supplied,Dec/2024,2,($0.29),2025-03-25 05:20:00
reAlpha Tech Corp.,AIRE,"$60,999,789",($0.04),time-not-supplied,Dec/2024,1,N/A,2025-03-25 05:20:00
Veea Inc.,VEEA,"$59,953,752",,time-not-supplied,Dec/2024,1,N/A,2025-03-25 05:20:00
"Hour Loop, Inc.",HOUR,"$58,338,144",,time-not-supplied,Dec/2024,1,($0.01),2025-03-25 05:20:00
"Impact BioMedical, Inc.",IBO,"$57,059,617",,time-not-supplied,Dec/2024,1,N/A,2025-03-25 05:20:00
"Global Self Storage, Inc.",SELF,"$56,324,705",,time-not-supplied,Dec/2024,1,$0.09,2025-03-25 05:20:00
"CarParts.com, Inc.",PRTS,"$55,115,137",,time-after-hours,Dec/2024,1,($0.11),2025-03-25 05:20:00
"X4 Pharmaceuticals, Inc.",XFOR,"$52,408,930",($0.17),time-pre-market,Dec/2024,5,($0.10),2025-03-25 05:20:00
Nano Labs Ltd,NA,"$47,933,986",,time-pre-market,Dec/2024,1,N/A,2025-03-25 05:20:00
"Tempest Therapeutics, Inc.",TPST,"$35,865,055",($0.24),time-not-supplied,Dec/2024,3,($0.34),2025-03-25 05:20:00
ACCESS Newswire Inc.,ACCS,"$35,694,326",$0.17,time-pre-market,Dec/2024,1,$0.08,2025-03-25 05:20:00
ATA Creativity Global,AACG,"$31,356,895",,time-after-hours,Dec/2024,1,$0.04,2025-03-25 05:20:00
"Willamette Valley Vineyards, Inc.",WVVI,"$30,085,046",,time-not-supplied,Dec/2024,1,($0.15),2025-03-25 05:20:00
"SurgePays, Inc.",SURG,"$27,016,473",($0.27),time-after-hours,Dec/2024,1,$0.19,2025-03-25 05:20:00
17 Education & Technology Group Inc.,YQ,"$18,089,474",,time-pre-market,Dec/2024,1,($1.23),2025-03-25 05:20:00
Snow Lake Resources Ltd.,LITM,"$17,667,791",,time-not-supplied,Dec/2024,1,($0.06),2025-03-25 05:20:00
CXApp Inc.,CXAI,"$15,688,146",,time-not-supplied,Dec/2024,1,N/A,2025-03-25 05:20:00
Mobilicom Limited,MOB,"$14,225,978",,time-not-supplied,Dec/2024,1,N/A,2025-03-25 05:20:00
"Aprea Therapeutics, Inc.",APRE,"$12,989,418",($0.68),time-not-supplied,Dec/2024,2,($0.92),2025-03-25 05:20:00
BioLineRx Ltd.,BLRX,"$12,739,441",($4.20),time-not-supplied,Dec/2024,2,$6,2025-03-25 05:20:00
BiomX Inc.,PHGE,"$11,669,378",($1.65),time-pre-market,Dec/2024,1,($0.80),2025-03-25 05:20:00
Connexa Sports Technologies Inc.,YYAI,"$10,923,726",,time-not-supplied,Jan/2025,1,($99.99),2025-03-25 05:20:00
"Kindly MD, Inc.",KDLY,"$9,025,989",,time-not-supplied,Dec/2024,1,N/A,2025-03-25 05:20:00
PAVmed Inc.,PAVM,"$8,965,538",($0.60),time-pre-market,Dec/2024,1,($1.57),2025-03-25 05:20:00
"Relmada Therapeutics, Inc.",RLMD,"$8,940,616",($0.70),time-not-supplied,Dec/2024,2,($0.84),2025-03-25 05:20:00
Ryvyl Inc.,RVYL,"$8,578,406",($0.26),time-not-supplied,Dec/2024,2,($1.17),2025-03-25 05:20:00
"Aptose Biosciences, Inc.",APTO,"$7,909,043",($10.51),time-not-supplied,Dec/2024,1,($43.24),2025-03-25 05:20:00
"BioXcel Therapeutics, Inc.",BTAI,"$7,227,215",($4.36),time-not-supplied,Dec/2024,2,($12.16),2025-03-25 05:20:00
"Klotho Neurosciences, Inc.",KLTO,"$6,230,210",,time-not-supplied,Dec/2024,1,N/A,2025-03-25 05:20:00
"SmartKem, Inc.",SMTK,"$5,804,339",,time-not-supplied,Dec/2024,1,N/A,2025-03-25 05:20:00
"Verb Technology Company, Inc.",VERB,"$5,422,168",($2.52),time-pre-market,Dec/2024,1,N/A,2025-03-25 05:20:00
"Volato Group, Inc.",SOAR,"$3,853,653",,time-not-supplied,Dec/2024,1,N/A,2025-03-25 05:20:00
"NovaBay Pharmaceuticals, Inc.",NBY,"$3,165,929",($0.24),time-not-supplied,Dec/2024,1,($33.22),2025-03-25 05:20:00
Lipella Pharmaceuticals Inc.,LIPO,"$3,131,100",,time-not-supplied,Dec/2024,1,($0.72),2025-03-25 05:20:00
Charles & Colvard Ltd.,CTHR,"$3,064,841",,time-not-supplied,Dec/2024,1,($0.90),2025-03-25 05:20:00
"Lixte Biotechnology Holdings, Inc.",LIXT,"$2,924,077",,time-not-supplied,Dec/2024,1,($0.41),2025-03-25 05:20:00
"CERo Therapeutics Holdings, Inc.",CERO,"$2,361,840",,time-not-supplied,Dec/2024,1,N/A,2025-03-25 05:20:00
"Cyclacel Pharmaceuticals, Inc.",CYCC,"$2,011,906",,time-not-supplied,Dec/2024,N/A,($6.23),2025-03-25 05:20:00
"Palisade Bio, Inc.",PALI,"$945,020",,time-not-supplied,Dec/2024,N/A,($3.75),2025-03-25 05:20:00
