form,company,ticker,cik,filing_date,accession_number,filing_link
10-Q,"Anebulo Pharmaceuticals, Inc.",ANEB,1815974,2025-02-14,0001493152-25-006893,https://www.sec.gov/Archives/edgar/data/1815974/0001493152-25-006893.txt
10-Q,Armlogi Holding Corp.,BTOC,1972529,2025-02-14,0001213900-25-013736,https://www.sec.gov/Archives/edgar/data/1972529/0001213900-25-013736.txt
10-Q,BARNWELL INDUSTRIES INC,BRN,10048,2025-02-14,0000010048-25-000009,https://www.sec.gov/Archives/edgar/data/10048/0000010048-25-000009.txt
10-Q,BION ENVIRONMENTAL TECHNOLOGIES INC,BNET,875729,2025-02-14,0001079973-25-000234,https://www.sec.gov/Archives/edgar/data/875729/0001079973-25-000234.txt
10-Q,Beneficient,BENFW,1775734,2025-02-14,0001775734-25-000010,https://www.sec.gov/Archives/edgar/data/1775734/0001775734-25-000010.txt
10-Q,Benitec Biopharma Inc.,BNTC,1808898,2025-02-14,0001193125-25-026631,https://www.sec.gov/Archives/edgar/data/1808898/0001193125-25-026631.txt
10-Q,"Bridgeline Digital, Inc.",BLIN,1378590,2025-02-14,0001437749-25-003789,https://www.sec.gov/Archives/edgar/data/1378590/0001437749-25-003789.txt
10-Q,CEL SCI CORP,CVM,725363,2025-02-14,0001654954-25-001578,https://www.sec.gov/Archives/edgar/data/725363/0001654954-25-001578.txt
10-Q,CEMTREX INC,CETXP,1435064,2025-02-14,0001493152-25-006882,https://www.sec.gov/Archives/edgar/data/1435064/0001493152-25-006882.txt
10-Q,"CITIUS ONCOLOGY, INC.",CTOR,1851484,2025-02-14,0001213900-25-014320,https://www.sec.gov/Archives/edgar/data/1851484/0001213900-25-014320.txt
10-Q,CYTTA CORP.,CYCA,1383088,2025-02-14,0001477932-25-001046,https://www.sec.gov/Archives/edgar/data/1383088/0001477932-25-001046.txt
10-Q,"Capstone Green Energy Holdings, Inc.",CGEH,1009759,2025-02-14,0001558370-25-000958,https://www.sec.gov/Archives/edgar/data/1009759/0001558370-25-000958.txt
10-Q,Caro Holdings Inc.,CAHO,1678105,2025-02-14,0001640334-25-000258,https://www.sec.gov/Archives/edgar/data/1678105/0001640334-25-000258.txt
10-Q,"Cavitation Technologies, Inc.",CVAT,1376793,2025-02-14,0001683168-25-001021,https://www.sec.gov/Archives/edgar/data/1376793/0001683168-25-001021.txt
10-Q,Cineverse Corp.,CNVS,1173204,2025-02-14,0000950170-25-021401,https://www.sec.gov/Archives/edgar/data/1173204/0000950170-25-021401.txt
10-Q,"Citius Pharmaceuticals, Inc.",CTXR,1506251,2025-02-14,0001213900-25-014321,https://www.sec.gov/Archives/edgar/data/1506251/0001213900-25-014321.txt
10-Q,"CleanCore Solutions, Inc.",ZONE,1956741,2025-02-14,0001213900-25-013826,https://www.sec.gov/Archives/edgar/data/1956741/0001213900-25-013826.txt
10-Q,DFP HOLDINGS Ltd,,1976900,2025-02-14,0001493152-25-006559,https://www.sec.gov/Archives/edgar/data/1976900/0001493152-25-006559.txt
10-Q,"DIH HOLDING US, INC.",DHAIW,1883788,2025-02-14,0000950170-25-021465,https://www.sec.gov/Archives/edgar/data/1883788/0000950170-25-021465.txt
10-Q,DYNATRONICS CORP,DYNT,720875,2025-02-14,0001062993-25-002574,https://www.sec.gov/Archives/edgar/data/720875/0001062993-25-002574.txt
10-Q,Damon Inc.,DMN,2000640,2025-02-14,0001213900-25-013688,https://www.sec.gov/Archives/edgar/data/2000640/0001213900-25-013688.txt
10-Q,EMCORE CORP,EMKR,808326,2025-02-14,0000808326-25-000014,https://www.sec.gov/Archives/edgar/data/808326/0000808326-25-000014.txt
10-Q,EMERSON RADIO CORP,MSN,32621,2025-02-14,0001437749-25-003986,https://www.sec.gov/Archives/edgar/data/32621/0001437749-25-003986.txt
10-Q,ENCISION INC,ECIA,930775,2025-02-14,0001079973-25-000232,https://www.sec.gov/Archives/edgar/data/930775/0001079973-25-000232.txt
10-Q,ESCALON MEDICAL CORP,ESMC,862668,2025-02-14,0000862668-25-000006,https://www.sec.gov/Archives/edgar/data/862668/0000862668-25-000006.txt
10-Q,"Earth Science Tech, Inc.",UNOV,1538495,2025-02-14,0001493152-25-006830,https://www.sec.gov/Archives/edgar/data/1538495/0001493152-25-006830.txt
10-Q,"Edesa Biotech, Inc.",EDSA,1540159,2025-02-14,0001171843-25-000866,https://www.sec.gov/Archives/edgar/data/1540159/0001171843-25-000866.txt
10-Q,FRANKLIN WIRELESS CORP,FKWL,722572,2025-02-14,0001683168-25-001052,https://www.sec.gov/Archives/edgar/data/722572/0001683168-25-001052.txt
10-Q,FUSE GROUP HOLDING INC.,FUST,1636051,2025-02-14,0001185185-25-000138,https://www.sec.gov/Archives/edgar/data/1636051/0001185185-25-000138.txt
10-Q,Foxx Development Holdings Inc.,FOXXW,2013807,2025-02-14,0001213900-25-014221,https://www.sec.gov/Archives/edgar/data/2013807/0001213900-25-014221.txt
10-Q,"Freedom Holdings, Inc.",FHLD,1386044,2025-02-14,0001477932-25-000994,https://www.sec.gov/Archives/edgar/data/1386044/0001477932-25-000994.txt
10-Q,GLOBAL TECHNOLOGIES LTD,GTLL,932021,2025-02-14,0001493152-25-006730,https://www.sec.gov/Archives/edgar/data/932021/0001493152-25-006730.txt
10-Q,Golden Star Resource Corp.,GLNS,1375348,2025-02-14,0001493152-25-006542,https://www.sec.gov/Archives/edgar/data/1375348/0001493152-25-006542.txt
10-Q,Goldenstone Acquisition Ltd.,GDSTW,1858007,2025-02-14,0001213900-25-014248,https://www.sec.gov/Archives/edgar/data/1858007/0001213900-25-014248.txt
10-Q,Golub Capital Direct Lending Unlevered Corp,,1901606,2025-02-14,0001901606-25-000016,https://www.sec.gov/Archives/edgar/data/1901606/0001901606-25-000016.txt
10-Q,"Gouverneur Bancorp, Inc./MD/",GOVB,1978811,2025-02-14,0001558370-25-001011,https://www.sec.gov/Archives/edgar/data/1978811/0001558370-25-001011.txt
10-Q,"Hypha Labs, Inc.",FUNI,1502966,2025-02-14,0001493152-25-006922,https://www.sec.gov/Archives/edgar/data/1502966/0001493152-25-006922.txt
10-Q,"IGC Pharma, Inc.",IGC,1326205,2025-02-14,0001185185-25-000137,https://www.sec.gov/Archives/edgar/data/1326205/0001185185-25-000137.txt
10-Q,INNO HOLDINGS INC.,INHD,1961847,2025-02-14,0001493152-25-006642,https://www.sec.gov/Archives/edgar/data/1961847/0001493152-25-006642.txt
10-Q,INNOVATIVE SOLUTIONS & SUPPORT INC,ISSC,836690,2025-02-14,0001558370-25-001027,https://www.sec.gov/Archives/edgar/data/836690/0001558370-25-001027.txt
10-Q,"INTEGRATED VENTURES, INC.",INTV,1520118,2025-02-14,0001477932-25-001038,https://www.sec.gov/Archives/edgar/data/1520118/0001477932-25-001038.txt
10-Q,INTERGROUP CORP,INTG,69422,2025-02-14,0001493152-25-006758,https://www.sec.gov/Archives/edgar/data/69422/0001493152-25-006758.txt
10-Q,Incannex Healthcare Inc.,IXHL,1873875,2025-02-14,0001213900-25-013783,https://www.sec.gov/Archives/edgar/data/1873875/0001213900-25-013783.txt
10-Q,International Media Acquisition Corp.,IMAQW,1846235,2025-02-14,0001213900-25-014333,https://www.sec.gov/Archives/edgar/data/1846235/0001213900-25-014333.txt
10-Q,JAAG Enterprises Ltd.,JAGL,1951051,2025-02-14,0001683168-25-001014,https://www.sec.gov/Archives/edgar/data/1951051/0001683168-25-001014.txt
10-Q,"KNOW LABS, INC.",KNWN,1074828,2025-02-14,0001654954-25-001575,https://www.sec.gov/Archives/edgar/data/1074828/0001654954-25-001575.txt
10-Q,Kentucky First Federal Bancorp,KFFB,1297341,2025-02-14,0001213900-25-013955,https://www.sec.gov/Archives/edgar/data/1297341/0001213900-25-013955.txt
10-Q,Kun Peng International Ltd.,KPEA,1502557,2025-02-14,0001493152-25-006580,https://www.sec.gov/Archives/edgar/data/1502557/0001493152-25-006580.txt
10-Q,"LEAFBUYER TECHNOLOGIES, INC.",LBUY,1643721,2025-02-14,0001477932-25-001030,https://www.sec.gov/Archives/edgar/data/1643721/0001477932-25-001030.txt
10-Q,Lakeside Holding Ltd,LSH,1996192,2025-02-14,0001213900-25-014238,https://www.sec.gov/Archives/edgar/data/1996192/0001213900-25-014238.txt
10-Q,Landbay Inc,LNBY,1672572,2025-02-14,0001493152-25-006851,https://www.sec.gov/Archives/edgar/data/1672572/0001493152-25-006851.txt
10-Q,"LiveOne, Inc.",LVO,1491419,2025-02-14,0001437749-25-003961,https://www.sec.gov/Archives/edgar/data/1491419/0001437749-25-003961.txt
10-Q,Longduoduo Co Ltd,LDDD,1892316,2025-02-14,0001213900-25-013782,https://www.sec.gov/Archives/edgar/data/1892316/0001213900-25-013782.txt
10-Q,"MacKenzie Realty Capital, Inc.",MKZR,1550913,2025-02-14,0001140361-25-004609,https://www.sec.gov/Archives/edgar/data/1550913/0001140361-25-004609.txt
10-Q,"Maitong Sunshine Cultural Development Co., Ltd",MGSD,2003750,2025-02-14,0001213900-25-013785,https://www.sec.gov/Archives/edgar/data/2003750/0001213900-25-013785.txt
10-Q,"Mercer Bancorp, Inc.",MSBB,1967306,2025-02-14,0001558370-25-001008,https://www.sec.gov/Archives/edgar/data/1967306/0001558370-25-001008.txt
10-Q,"Monroe Federal Bancorp, Inc.",MFBI,2024899,2025-02-14,0001558370-25-001020,https://www.sec.gov/Archives/edgar/data/2024899/0001558370-25-001020.txt
10-Q,"NANOVIRICIDES, INC.",NNVC,1379006,2025-02-14,0001410578-25-000140,https://www.sec.gov/Archives/edgar/data/1379006/0001410578-25-000140.txt
10-Q,NATURAL ALTERNATIVES INTERNATIONAL INC,NAII,787253,2025-02-14,0001437749-25-004002,https://www.sec.gov/Archives/edgar/data/787253/0001437749-25-004002.txt
10-Q,"NEXIEN BIOPHARMA, INC.",NXEN,1625288,2025-02-14,0001493152-25-006734,https://www.sec.gov/Archives/edgar/data/1625288/0001493152-25-006734.txt
10-Q,Neuphoria Therapeutics Inc.,NEUP,1191070,2025-02-14,0000950170-25-020473,https://www.sec.gov/Archives/edgar/data/1191070/0000950170-25-020473.txt
10-Q,"NightFood Holdings, Inc.",NGTF,1593001,2025-02-14,0001213900-25-014276,https://www.sec.gov/Archives/edgar/data/1593001/0001213900-25-014276.txt
10-Q,OLD MARKET CAPITAL Corp,OMCC,1000045,2025-02-14,0000950170-25-021128,https://www.sec.gov/Archives/edgar/data/1000045/0000950170-25-021128.txt
10-Q,OneSolution Technology Inc.,KRFG,774415,2025-02-14,0001683168-25-001013,https://www.sec.gov/Archives/edgar/data/774415/0001683168-25-001013.txt
10-Q,"Outlook Therapeutics, Inc.",OTLK,1649989,2025-02-14,0001558370-25-001022,https://www.sec.gov/Archives/edgar/data/1649989/0001558370-25-001022.txt
10-Q,"PCS Edventures!, Inc.",PCSV,1122020,2025-02-14,0001493152-25-006602,https://www.sec.gov/Archives/edgar/data/1122020/0001493152-25-006602.txt
10-Q,PISMO COAST VILLAGE INC,,216877,2025-02-14,0001062993-25-002513,https://www.sec.gov/Archives/edgar/data/216877/0001062993-25-002513.txt
10-Q,PORTSMOUTH SQUARE INC,PRSI,79661,2025-02-14,0001493152-25-006761,https://www.sec.gov/Archives/edgar/data/79661/0001493152-25-006761.txt
10-Q,Palo Alto Networks Inc,PANW,1327567,2025-02-14,0001327567-25-000010,https://www.sec.gov/Archives/edgar/data/1327567/0001327567-25-000010.txt
10-Q,Panamera Holdings Corp,PHCI,1620749,2025-02-14,0001640334-25-000274,https://www.sec.gov/Archives/edgar/data/1620749/0001640334-25-000274.txt
10-Q,Perfect Moment Ltd.,PMNT,1849221,2025-02-14,0001493152-25-006515,https://www.sec.gov/Archives/edgar/data/1849221/0001493152-25-006515.txt
10-Q,Permex Petroleum Corp,OILCF,1922639,2025-02-14,0001493152-25-006911,https://www.sec.gov/Archives/edgar/data/1922639/0001493152-25-006911.txt
10-Q,"PetVivo Holdings, Inc.",PETVW,1512922,2025-02-14,0001493152-25-006783,https://www.sec.gov/Archives/edgar/data/1512922/0001493152-25-006783.txt
10-Q,"PodcastOne, Inc.",PODC,1940177,2025-02-14,0001437749-25-003963,https://www.sec.gov/Archives/edgar/data/1940177/0001437749-25-003963.txt
10-Q,"Propanc Biopharma, Inc.",PPCBD,1517681,2025-02-14,0001493152-25-006697,https://www.sec.gov/Archives/edgar/data/1517681/0001493152-25-006697.txt
10-Q,QDM International Inc.,QDMI,1094032,2025-02-14,0001213900-25-014275,https://www.sec.gov/Archives/edgar/data/1094032/0001213900-25-014275.txt
10-Q,RICHTECH ROBOTICS INC.,RR,1963685,2025-02-14,0001213900-25-014251,https://www.sec.gov/Archives/edgar/data/1963685/0001213900-25-014251.txt
10-Q,"Research Solutions, Inc.",RSSS,1386301,2025-02-14,0001558370-25-001010,https://www.sec.gov/Archives/edgar/data/1386301/0001558370-25-001010.txt
10-Q,"SHINECO, INC.",SISI,1300734,2025-02-14,0001493152-25-006895,https://www.sec.gov/Archives/edgar/data/1300734/0001493152-25-006895.txt
10-Q,SIFCO INDUSTRIES INC,SIF,90168,2025-02-14,0000090168-25-000012,https://www.sec.gov/Archives/edgar/data/90168/0000090168-25-000012.txt
10-Q,"SR Bancorp, Inc.",SRBK,1951276,2025-02-14,0000950170-25-021129,https://www.sec.gov/Archives/edgar/data/1951276/0000950170-25-021129.txt
10-Q,"Scepter Holdings, Inc. NV",,1420924,2025-02-14,0001493152-25-006507,https://www.sec.gov/Archives/edgar/data/1420924/0001493152-25-006507.txt
10-Q,Senmiao Technology Ltd,AIHS,1711012,2025-02-14,0001213900-25-014277,https://www.sec.gov/Archives/edgar/data/1711012/0001213900-25-014277.txt
10-Q,"Sundance Strategies, Inc.",SUND,1171838,2025-02-14,0001493152-25-006815,https://www.sec.gov/Archives/edgar/data/1171838/0001493152-25-006815.txt
10-Q,TREASURE GLOBAL INC,TGL,1905956,2025-02-14,0001213900-25-014264,https://www.sec.gov/Archives/edgar/data/1905956/0001213900-25-014264.txt
10-Q,Transit Pro Tech Inc.,,2016167,2025-02-14,0001753926-25-000252,https://www.sec.gov/Archives/edgar/data/2016167/0001753926-25-000252.txt
10-Q,UNIVERSAL SECURITY INSTRUMENTS INC,UUU,102109,2025-02-14,0001410578-25-000141,https://www.sec.gov/Archives/edgar/data/102109/0001410578-25-000141.txt
10-Q,"UPEXI, INC.",UPXI,1775194,2025-02-14,0001477932-25-001048,https://www.sec.gov/Archives/edgar/data/1775194/0001477932-25-001048.txt
10-Q,"VISIUM TECHNOLOGIES, INC.",VISM,1082733,2025-02-14,0001654954-25-001579,https://www.sec.gov/Archives/edgar/data/1082733/0001654954-25-001579.txt
10-Q,VIVIC CORP.,VIVC,1703073,2025-02-14,0001493152-25-006673,https://www.sec.gov/Archives/edgar/data/1703073/0001493152-25-006673.txt
10-Q,Voip-pal.com Inc,VPLM,1410738,2025-02-14,0001493152-25-006777,https://www.sec.gov/Archives/edgar/data/1410738/0001493152-25-006777.txt
10-Q,Woodbridge Liquidation Trust,WBQNL,1785494,2025-02-14,0001140361-25-004901,https://www.sec.gov/Archives/edgar/data/1785494/0001140361-25-004901.txt
10-Q,"XERIANT, INC.",XERI,1481504,2025-02-14,0001477932-25-001010,https://www.sec.gov/Archives/edgar/data/1481504/0001477932-25-001010.txt
10-Q,"Xenous Holdings, Inc.",XITO,1651932,2025-02-14,0001640334-25-000255,https://www.sec.gov/Archives/edgar/data/1651932/0001640334-25-000255.txt
10-Q,Yinfu Gold Corp.,ELRE,1438461,2025-02-14,0001640334-25-000260,https://www.sec.gov/Archives/edgar/data/1438461/0001640334-25-000260.txt
10-Q,ZRCN Inc.,,1901297,2025-02-14,0001493152-25-006748,https://www.sec.gov/Archives/edgar/data/1901297/0001493152-25-006748.txt
10-Q,"Zoomcar Holdings, Inc.",ZCARW,1854275,2025-02-14,0001213900-25-014437,https://www.sec.gov/Archives/edgar/data/1854275/0001213900-25-014437.txt
10-Q,iPower Inc.,IPW,1830072,2025-02-14,0001683168-25-001016,https://www.sec.gov/Archives/edgar/data/1830072/0001683168-25-001016.txt
10-Q/A,Centessa Pharmaceuticals plc,CNTA,1847903,2025-02-14,0001193125-25-027323,https://www.sec.gov/Archives/edgar/data/1847903/0001193125-25-027323.txt
10-Q,"5E Advanced Materials, Inc.",FEAV,1888654,2025-02-13,0000950170-25-019943,https://www.sec.gov/Archives/edgar/data/1888654/0000950170-25-019943.txt
10-Q,ALLIANCE ENTERTAINMENT HOLDING CORP,AENTW,1823584,2025-02-13,0001493152-25-006421,https://www.sec.gov/Archives/edgar/data/1823584/0001493152-25-006421.txt
10-Q,APPLIED DNA SCIENCES INC,APDN,744452,2025-02-13,0001410578-25-000126,https://www.sec.gov/Archives/edgar/data/744452/0001410578-25-000126.txt
10-Q,APPlife Digital Solutions Inc,ALDS,1755101,2025-02-13,0001096906-25-000156,https://www.sec.gov/Archives/edgar/data/1755101/0001096906-25-000156.txt
10-Q,"Autonomix Medical, Inc.",AMIX,1617867,2025-02-13,0001437749-25-003669,https://www.sec.gov/Archives/edgar/data/1617867/0001437749-25-003669.txt
10-Q,CARVER BANCORP INC,CARV,1016178,2025-02-13,0001016178-25-000005,https://www.sec.gov/Archives/edgar/data/1016178/0001016178-25-000005.txt
10-Q,DATASEA INC.,DTSS,1631282,2025-02-13,0001213900-25-013537,https://www.sec.gov/Archives/edgar/data/1631282/0001213900-25-013537.txt
10-Q,DeltaSoft Corp,,2020919,2025-02-13,0001683168-25-000984,https://www.sec.gov/Archives/edgar/data/2020919/0001683168-25-000984.txt
10-Q,EGAIN Corp,EGAN,1066194,2025-02-13,0001558370-25-000941,https://www.sec.gov/Archives/edgar/data/1066194/0001558370-25-000941.txt
10-Q,ELITE PHARMACEUTICALS INC /NV/,ELTP,1053369,2025-02-13,0001493152-25-006427,https://www.sec.gov/Archives/edgar/data/1053369/0001493152-25-006427.txt
10-Q,"FLYWHEEL ADVANCED TECHNOLOGY, INC.",FWFW,1492617,2025-02-13,0001493152-25-006388,https://www.sec.gov/Archives/edgar/data/1492617/0001493152-25-006388.txt
10-Q,"Forward Industries, Inc.",FORD,38264,2025-02-13,0001683168-25-000993,https://www.sec.gov/Archives/edgar/data/38264/0001683168-25-000993.txt
10-Q,GEE Group Inc.,JOB,40570,2025-02-13,0001477932-25-000956,https://www.sec.gov/Archives/edgar/data/40570/0001477932-25-000956.txt
10-Q,"Glimpse Group, Inc.",VRAR,1854445,2025-02-13,0001493152-25-006263,https://www.sec.gov/Archives/edgar/data/1854445/0001493152-25-006263.txt
10-Q,Golub Capital Private Credit Fund,,1930087,2025-02-13,0001930087-25-000012,https://www.sec.gov/Archives/edgar/data/1930087/0001930087-25-000012.txt
10-Q,"Grace Therapeutics, Inc.",GRCE,1444192,2025-02-13,0001140361-25-004153,https://www.sec.gov/Archives/edgar/data/1444192/0001140361-25-004153.txt
10-Q,HENNESSY ADVISORS INC,HNNAZ,1145255,2025-02-13,0001437749-25-003757,https://www.sec.gov/Archives/edgar/data/1145255/0001437749-25-003757.txt
10-Q,IB Acquisition Corp.,IBACR,1998781,2025-02-13,0001493152-25-006426,https://www.sec.gov/Archives/edgar/data/1998781/0001493152-25-006426.txt
10-Q,INTEGRATED BIOPHARMA INC,INBP,1016504,2025-02-13,0001437749-25-003744,https://www.sec.gov/Archives/edgar/data/1016504/0001437749-25-003744.txt
10-Q,INTELLIGENT BIO SOLUTIONS INC.,INBS,1725430,2025-02-13,0001493152-25-006262,https://www.sec.gov/Archives/edgar/data/1725430/0001493152-25-006262.txt
10-Q,Kingfish Holding Corp,,1374881,2025-02-13,0001477932-25-000938,https://www.sec.gov/Archives/edgar/data/1374881/0001477932-25-000938.txt
10-Q,LIGHTPATH TECHNOLOGIES INC,LPTH,889971,2025-02-13,0001654954-25-001434,https://www.sec.gov/Archives/edgar/data/889971/0001654954-25-001434.txt
10-Q,Legacy Education Inc.,LGCY,1836754,2025-02-13,0001493152-25-006418,https://www.sec.gov/Archives/edgar/data/1836754/0001493152-25-006418.txt
10-Q,MARINE PETROLEUM TRUST,MARPS,62362,2025-02-13,0000950170-25-019761,https://www.sec.gov/Archives/edgar/data/62362/0000950170-25-019761.txt
10-Q,MOVING iMAGE TECHNOLOGIES INC.,MITQ,1770236,2025-02-13,0001770236-25-000008,https://www.sec.gov/Archives/edgar/data/1770236/0001770236-25-000008.txt
10-Q,"Magyar Bancorp, Inc.",MGYR,1337068,2025-02-13,0001174947-25-000166,https://www.sec.gov/Archives/edgar/data/1337068/0001174947-25-000166.txt
10-Q,"Marathon Bancorp, Inc. /MD/",MBBC,1835385,2025-02-13,0001558370-25-000901,https://www.sec.gov/Archives/edgar/data/1835385/0001558370-25-000901.txt
10-Q,"Modular Medical, Inc.",MODD,1074871,2025-02-13,0001213900-25-013462,https://www.sec.gov/Archives/edgar/data/1074871/0001213900-25-013462.txt
10-Q,NETSOL TECHNOLOGIES INC,NTWK,1039280,2025-02-13,0001493152-25-006348,https://www.sec.gov/Archives/edgar/data/1039280/0001493152-25-006348.txt
10-Q,Nano Nuclear Energy Inc.,NNE,1923891,2025-02-13,0001493152-25-006474,https://www.sec.gov/Archives/edgar/data/1923891/0001493152-25-006474.txt
10-Q,PALATIN TECHNOLOGIES INC,PTN,911216,2025-02-13,0001654954-25-001431,https://www.sec.gov/Archives/edgar/data/911216/0001654954-25-001431.txt
10-Q,"PRECISION OPTICS CORPORATION, INC.",POCI,867840,2025-02-13,0001683168-25-000995,https://www.sec.gov/Archives/edgar/data/867840/0001683168-25-000995.txt
10-Q,"Prospect Floating Rate & Alternative Income Fund, Inc.",,1521945,2025-02-13,0001521945-25-000018,https://www.sec.gov/Archives/edgar/data/1521945/0001521945-25-000018.txt
10-Q,S&W Seed Co,SANW,1477246,2025-02-13,0000950170-25-019956,https://www.sec.gov/Archives/edgar/data/1477246/0000950170-25-019956.txt
10-Q,"Sally Beauty Holdings, Inc.",SBH,1368458,2025-02-13,0000950170-25-019869,https://www.sec.gov/Archives/edgar/data/1368458/0000950170-25-019869.txt
10-Q,"Sonnet BioTherapeutics Holdings, Inc.",SONN,1106838,2025-02-13,0001493152-25-006436,https://www.sec.gov/Archives/edgar/data/1106838/0001493152-25-006436.txt
10-Q,TEL INSTRUMENT ELECTRONICS CORP,TIKK,96885,2025-02-13,0001185185-25-000123,https://www.sec.gov/Archives/edgar/data/96885/0001185185-25-000123.txt
10-Q,TRIO-TECH INTERNATIONAL,TRT,732026,2025-02-13,0001437749-25-003692,https://www.sec.gov/Archives/edgar/data/732026/0001437749-25-003692.txt
10-Q,"VERDE RESOURCES, INC.",VRDR,1506929,2025-02-13,0001640334-25-000251,https://www.sec.gov/Archives/edgar/data/1506929/0001640334-25-000251.txt
10-Q,VERU INC.,VERU,863894,2025-02-13,0001437749-25-003734,https://www.sec.gov/Archives/edgar/data/863894/0001437749-25-003734.txt
10-Q,"VWF Bancorp, Inc.",VWFB,1913838,2025-02-13,0001558370-25-000936,https://www.sec.gov/Archives/edgar/data/1913838/0001558370-25-000936.txt
10-Q,"Vistagen Therapeutics, Inc.",VTGN,1411685,2025-02-13,0001411685-25-000019,https://www.sec.gov/Archives/edgar/data/1411685/0001411685-25-000019.txt
10-Q,"cbdMD, Inc.",YCBD-PA,1644903,2025-02-13,0001437749-25-003752,https://www.sec.gov/Archives/edgar/data/1644903/0001437749-25-003752.txt
10-Q/A,ContextLogic Inc.,LOGC,1822250,2025-02-13,0000950170-25-020033,https://www.sec.gov/Archives/edgar/data/1822250/0000950170-25-020033.txt
10-Q,AETHLON MEDICAL INC,AEMD,882291,2025-02-12,0001683168-25-000960,https://www.sec.gov/Archives/edgar/data/882291/0001683168-25-000960.txt
10-Q,AIR T INC,AIRTP,353184,2025-02-12,0000353184-25-000009,https://www.sec.gov/Archives/edgar/data/353184/0000353184-25-000009.txt
10-Q,"ALICO, INC.",ALCO,3545,2025-02-12,0000003545-25-000030,https://www.sec.gov/Archives/edgar/data/3545/0000003545-25-000030.txt
10-Q,ANAVEX LIFE SCIENCES CORP.,AVXL,1314052,2025-02-12,0001731122-25-000205,https://www.sec.gov/Archives/edgar/data/1314052/0001731122-25-000205.txt
10-Q,"AYTU BIOPHARMA, INC",AYTU,1385818,2025-02-12,0001437749-25-003568,https://www.sec.gov/Archives/edgar/data/1385818/0001437749-25-003568.txt
